Purchase Frequency,Total Purchase Value,Promotional Content Clicked,Discount Sensitivity,Average Cart Size,Preferred Product Category,Session Duration,Returns Frequency,Loyalty Program Member,Monthly Income,Customer Review Count,Customer Sentiment,Average Product Price,Cart Abandonment Rate,Last Purchase Recency,Preferred Brands,Purchase Likelihood
10,3060.512561,No,0.85,2,Electronics,16.663546,3,No,<50k,36,Positive,1398.480201,0.52,33,Mixed,1
12,5221.070635,Yes,0.69,8,Clothing,14.44407466,3,No,<50k,10,Negative,1034.227271,0.55,126,Mixed,1
17,3747.369448,Yes,0.02,9,Clothing,25.09309526,3,Yes,<50k,22,Negative,1323.090085,0.01,125,Brand B,1
1,5988.127838,Yes,0.22,7,Electronics,17.59968978,0,No,<50k,43,Positive,382.1484451,0.1,0,Brand B,0
14,500,Yes,0.07,8,Electronics,24.79018706,1,No,<50k,38,Positive,371.6971714,0.78,175,Brand A,1
19,3286.29627,Yes,0.57,7,Electronics,10.19370729,4,No,<50k,8,Positive,1403.519072,0.43,98,Brand C,1
17,2747.892078,Yes,0.76,4,Electronics,13.34596148,1,Yes,>=50k,17,Negative,1566.906417,1,9,Mixed,1
14,4487.318643,Yes,0.11,1,Electronics,19.450567,0,Yes,>=50k,45,Positive,540.0989514,0.7,82,Mixed,1
18,3923.904483,No,0.84,3,Clothing,17.94454735,4,No,<50k,35,Positive,1427.272121,0.95,138,Brand B,1
11,6595.68756,No,0.56,7,Electronics,14.92185821,2,Yes,>=50k,39,Neutral,1267.369321,0.28,118,Brand C,1
12,1281.326457,No,0.69,7,Electronics,9.617606268,1,No,<50k,47,Positive,602.5441643,0.18,126,Brand B,1
10,5090.982953,No,0.97,3,Groceries,5,0,Yes,>=50k,35,Positive,503.2277229,0.38,98,Brand C,0
4,6116.672846,Yes,0.08,1,Groceries,13.90034148,0,No,>=50k,27,Neutral,639.3291549,0.26,65,Brand B,0
0,8713.294873,Yes,0.9,9,Electronics,14.11386269,0,Yes,<50k,18,Neutral,755.6383828,0.61,2,Brand C,0
2,4036.468058,No,0.13,6,Electronics,15.64023899,4,No,<50k,29,Positive,801.6526946,0.74,142,Brand A,1
18,5648.917209,Yes,0.39,7,Clothing,7.77193117,3,No,<50k,37,Negative,203.9233305,0.4,58,Brand A,1
6,1392.274415,Yes,0.85,1,Home Decor,10.60357101,2,Yes,>=50k,14,Negative,756.2852884,0.09,104,Brand C,0
11,500,Yes,0.91,1,Groceries,16.95928027,4,No,>=50k,43,Neutral,1158.962118,0.03,174,Mixed,1
14,6689.548752,No,0.51,4,Clothing,17.92519978,4,Yes,<50k,11,Negative,1331.023635,0.22,91,Brand C,1
4,4988.879413,Yes,0.59,7,Home Decor,16.00479975,1,No,<50k,1,Negative,704.6854283,0.73,129,Brand C,1
14,7357.02538,No,0.71,8,Groceries,13.26722563,2,No,<50k,8,Neutral,1747.135418,0.22,157,Mixed,1
7,2253.194222,Yes,0.83,9,Clothing,9.064677997,0,Yes,>=50k,34,Positive,1010.093545,0.91,165,Brand B,1
9,6039.804279,No,0.12,1,Electronics,19.76945747,4,Yes,<50k,0,Negative,2267.758396,0.65,4,Brand A,1
15,8737.635681,No,0.81,4,Clothing,18.63487415,2,No,<50k,45,Positive,626.6297093,0.86,133,Mixed,1
7,5839.411217,No,0.48,4,Electronics,12.12928464,1,Yes,<50k,30,Neutral,1180.874755,0.39,132,Mixed,1
0,5553.163011,Yes,0.45,3,Electronics,19.16608989,3,Yes,>=50k,27,Neutral,956.1755919,0.98,11,Brand B,1
11,5017.112162,Yes,0.42,7,Home Decor,14.65460939,2,No,<50k,44,Positive,666.299307,0.68,131,Brand A,1
4,1858.237086,No,0.51,1,Electronics,11.58838716,0,Yes,<50k,36,Positive,1430.79295,0.36,151,Mixed,0
2,7711.145871,Yes,0.95,9,Electronics,19.63363316,4,No,<50k,6,Positive,1381.376418,0.21,152,Brand C,1
0,3778.28472,Yes,0.55,8,Groceries,15.5008363,3,No,<50k,45,Positive,871.7654518,0.87,25,Brand A,0
3,6008.966513,Yes,0.95,2,Clothing,12.85946926,1,Yes,<50k,15,Positive,1159.221872,0.32,54,Brand A,1
7,1873.931387,No,0.18,2,Electronics,8.588442391,0,Yes,<50k,49,Negative,1129.872524,0.04,125,Mixed,1
2,2641.080671,Yes,0.72,8,Electronics,9.051427621,3,No,<50k,13,Negative,869.3402207,0.28,45,Brand A,1
9,7870.174798,No,0.81,1,Electronics,19.23503868,1,Yes,<50k,32,Negative,622.0852422,0.18,173,Brand A,1
1,4305.395422,Yes,0.68,7,Electronics,17.26456796,0,Yes,<50k,5,Positive,999.092622,0.32,42,Brand B,1
10,7906.550952,Yes,0.61,9,Groceries,9.151784019,4,No,<50k,20,Negative,904.6517728,0.61,160,Brand A,1
9,4843.538682,No,0.56,3,Electronics,9.05692459,1,No,>=50k,9,Neutral,469.2798893,0.5,20,Brand A,0
13,1316.204454,Yes,0.86,7,Clothing,25.51267023,3,Yes,>=50k,31,Positive,1328.827611,0.71,164,Brand B,1
6,6784.135199,Yes,0.82,6,Electronics,17.32312603,0,No,<50k,5,Positive,1022.417099,0.33,11,Brand A,1
1,3820.215364,No,0.12,7,Groceries,21.0477116,2,No,>=50k,1,Positive,932.0864943,0.12,100,Mixed,1
8,6397.377627,No,0.85,7,Home Decor,22.46127427,0,No,<50k,38,Positive,254.4275935,0.16,148,Brand B,1
15,5050.421735,Yes,0.41,1,Groceries,10.35914724,3,No,<50k,48,Neutral,1158.542971,0.8,140,Brand A,1
12,1913.763544,No,0.25,3,Clothing,23.71379467,3,No,<50k,26,Positive,255.8598408,0.1,116,Brand B,1
8,5328.589531,No,0.87,1,Groceries,9.610908174,2,Yes,<50k,13,Neutral,1070.540776,0.8,32,Brand A,1
19,9392.446284,No,0.43,5,Groceries,18.64600223,3,Yes,<50k,22,Neutral,1426.175218,0.21,75,Brand A,0
3,5985.972917,Yes,0.81,3,Home Decor,14.42009896,0,Yes,>=50k,38,Positive,1831.08378,0.68,119,Brand C,1
9,4884.964494,Yes,0.26,1,Electronics,18.61745837,1,Yes,>=50k,20,Positive,1033.460526,0.62,157,Brand A,1
11,7150.686804,No,0,2,Electronics,13.94646076,0,Yes,<50k,40,Negative,1879.169347,0.1,36,Brand B,1
16,5421.33693,No,0.5,5,Electronics,17.74511317,3,Yes,<50k,29,Neutral,1366.344391,0.67,81,Mixed,1
13,5419.068461,Yes,0.1,3,Electronics,21.809504,2,No,<50k,24,Positive,1236.217451,0.45,143,Brand B,1
13,2816.749656,Yes,0.75,6,Home Decor,20.59825838,2,Yes,>=50k,23,Neutral,1557.947998,0.71,44,Brand B,0
1,5467.696052,Yes,0.28,9,Clothing,14.69047766,4,No,>=50k,10,Negative,1669.536758,0.84,128,Mixed,0
19,7070.886833,Yes,0.44,6,Clothing,10.23214408,2,Yes,<50k,34,Positive,1411.730113,0.04,27,Mixed,1
10,3327.875696,Yes,0.09,2,Electronics,13.51223528,2,No,<50k,3,Negative,929.4569138,0.65,43,Mixed,1
15,7848.991642,Yes,0.29,2,Electronics,17.22085254,3,No,<50k,36,Positive,731.8384288,0.1,66,Brand B,1
18,4816.587952,No,0.78,8,Electronics,18.26000634,1,No,<50k,35,Positive,354.5279927,0.38,106,Mixed,1
5,3224.460977,Yes,0.15,8,Clothing,20.35009882,1,No,<50k,12,Negative,1084.032707,0.01,166,Mixed,1
18,6995.264154,No,0.65,6,Home Decor,11.34471554,3,No,>=50k,8,Positive,1590.658395,0.33,9,Brand B,1
4,4426.411529,Yes,0.92,7,Electronics,10.33828684,2,No,>=50k,27,Positive,519.1427645,0.17,50,Brand C,1
3,6519.029775,Yes,0.68,1,Home Decor,9.901094994,0,Yes,<50k,45,Positive,461.7068723,0.56,108,Brand A,1
14,4416.482735,Yes,0.81,9,Clothing,14.01470025,1,No,<50k,15,Positive,1898.964276,0.51,141,Brand B,1
3,4880.347713,Yes,0.11,5,Groceries,16.07109655,3,Yes,>=50k,5,Positive,871.9056517,0.79,78,Brand A,1
19,5987.120409,No,0.25,9,Electronics,16.84978693,0,Yes,>=50k,26,Neutral,139.6678923,0.64,133,Brand A,0
9,5581.794115,No,0.89,2,Clothing,7.928114372,2,Yes,<50k,9,Positive,271.7772785,0.71,166,Brand A,1
2,1008.936439,Yes,0.72,8,Electronics,10.23318042,3,Yes,>=50k,22,Positive,1221.331483,0.09,79,Brand B,1
4,2757.51252,Yes,0.64,7,Clothing,11.48722529,1,Yes,<50k,20,Positive,761.9660947,0.03,81,Brand B,0
5,6858.81997,Yes,0.66,4,Clothing,23.78801746,0,Yes,<50k,25,Positive,1239.226382,0.97,98,Brand C,1
7,4735.726822,No,0.41,3,Home Decor,13.09451929,0,Yes,>=50k,44,Positive,889.1469364,0.43,175,Brand B,1
6,3952.537394,No,0.04,4,Electronics,7.616327819,1,Yes,<50k,2,Neutral,1105.640401,0.39,152,Brand C,1
9,2282.851969,Yes,0.78,4,Electronics,16.90743495,0,Yes,>=50k,42,Negative,1883.644829,0.04,119,Brand B,1
5,2840.527357,No,0.68,8,Home Decor,14.45689667,1,No,>=50k,34,Neutral,906.6989274,0.12,32,Brand C,1
13,956.4027201,No,0.47,4,Clothing,9.125453994,3,Yes,>=50k,6,Positive,1588.73192,0.94,82,Brand A,1
3,4797.438563,Yes,0.9,5,Clothing,12.63176068,4,No,<50k,26,Neutral,1056.737537,0.69,101,Mixed,1
12,3803.124839,Yes,0.34,2,Groceries,13.29309382,2,Yes,<50k,41,Negative,424.6609799,0.41,74,Brand C,1
19,3066.824218,No,0.29,4,Clothing,14.3843449,3,No,>=50k,32,Negative,1988.185484,0.9,119,Mixed,0
16,4863.75315,No,0.87,7,Home Decor,19.64985497,2,Yes,<50k,3,Positive,2061.179686,0.59,101,Brand A,1
6,5727.941262,Yes,0.8,3,Home Decor,17.80262425,2,No,>=50k,25,Positive,923.4309147,0.75,64,Brand B,1
3,9186.395864,Yes,0.51,1,Groceries,15.62516436,1,Yes,<50k,7,Neutral,1075.902575,0.43,167,Brand A,1
13,1976.233161,Yes,0.13,8,Home Decor,19.93054354,4,No,<50k,19,Neutral,1619.772864,0.43,24,Brand A,0
2,7318.762087,Yes,0.22,8,Electronics,12.95096723,2,Yes,<50k,16,Negative,907.5888798,0.07,56,Brand B,1
4,6946.203122,No,0.66,6,Clothing,11.37434666,2,No,>=50k,4,Positive,1483.241932,0.73,159,Mixed,1
15,3441.814521,Yes,0.39,7,Groceries,16.54369474,3,Yes,>=50k,48,Positive,593.1001163,0.1,45,Brand B,1
19,5406.471909,No,0.84,2,Electronics,16.1577013,4,No,<50k,8,Neutral,1916.521817,0.76,99,Brand B,1
3,4084.733501,No,0.95,5,Clothing,7.620463339,4,No,>=50k,7,Positive,1181.724189,0.19,131,Brand C,1
1,5371.377161,Yes,0.81,7,Groceries,22.46617181,2,No,<50k,6,Neutral,1375.38818,0.25,118,Brand A,1
17,8018.262027,Yes,0.38,9,Clothing,9.906260997,4,No,>=50k,36,Positive,1678.247602,0.92,150,Brand B,0
18,6211.212465,Yes,0.79,1,Clothing,17.64735994,3,Yes,<50k,35,Neutral,1409.358234,0.47,79,Brand C,0
18,6017.216746,No,0.35,3,Electronics,17.76380839,1,Yes,<50k,2,Positive,974.6696492,0.13,74,Brand B,0
16,4139.38136,Yes,0.17,6,Clothing,5,2,No,<50k,7,Positive,1860.250939,0.91,149,Brand C,1
13,2031.88667,No,0.03,7,Electronics,16.13609451,0,Yes,<50k,4,Positive,1417.561606,0.45,102,Brand A,1
18,4583.063579,No,0.39,6,Groceries,23.1870726,2,No,<50k,4,Negative,917.6753236,0.13,125,Brand B,0
12,7413.21631,Yes,0.9,1,Home Decor,11.4493589,2,Yes,>=50k,16,Positive,248.3976203,0.39,32,Mixed,0
11,1945.664287,No,0.24,4,Home Decor,5.51063922,1,No,<50k,46,Neutral,992.7207495,0.59,40,Mixed,1
5,2889.821264,No,0.21,6,Clothing,14.41407384,0,No,>=50k,26,Positive,735.2313816,0.36,165,Brand B,0
3,5252.535472,Yes,0.97,8,Electronics,17.33025624,0,Yes,<50k,39,Neutral,1012.285248,0.92,62,Brand C,1
18,3030.69043,Yes,0.03,4,Electronics,14.56383179,0,No,<50k,38,Positive,679.1695721,0.27,84,Brand A,1
15,3414.953106,No,0.79,7,Electronics,10.24834855,1,Yes,>=50k,48,Positive,1192.075766,0.18,178,Brand B,1
12,4152.802837,No,0.32,3,Clothing,9.848567987,4,Yes,<50k,11,Neutral,775.4576576,0.22,89,Brand C,0
3,2268.765192,Yes,0.04,8,Clothing,6.889172154,0,No,>=50k,27,Negative,1713.532034,0.08,64,Brand B,1
16,3051.756308,Yes,0.92,1,Clothing,5.625238006,4,Yes,<50k,3,Negative,1306.951246,0.45,104,Mixed,1
0,6406.855834,Yes,0.14,4,Clothing,13.28473236,3,No,<50k,27,Positive,767.2790597,0.88,56,Brand C,1
17,2385.260436,No,0.55,8,Groceries,17.12015684,1,No,>=50k,24,Neutral,1004.535345,0.31,85,Brand C,1
19,1804.255731,Yes,0.27,4,Electronics,15.79580398,4,No,>=50k,49,Neutral,1254.388641,0.26,154,Brand A,1
16,3739.950041,Yes,0.07,2,Home Decor,16.25445458,0,Yes,<50k,35,Neutral,248.6259685,0.84,71,Brand C,1
14,6463.911005,No,0.05,2,Electronics,18.15914059,0,No,>=50k,41,Neutral,1234.161895,0.31,81,Mixed,1
10,4606.156384,Yes,0.12,4,Clothing,21.5411299,4,Yes,>=50k,2,Negative,145.1701818,0.48,3,Brand B,0
12,4070.837844,No,0.07,4,Electronics,15.13820589,4,Yes,<50k,30,Positive,1767.524868,0.03,64,Brand A,1
0,5088.717595,Yes,0.76,2,Clothing,16.72370796,3,No,<50k,36,Positive,813.4990982,0.29,43,Mixed,1
16,1508.585134,No,0.49,7,Electronics,16.75699318,1,Yes,>=50k,11,Neutral,1524.471361,0.13,15,Brand A,1
5,5989.411308,Yes,0.34,6,Electronics,15.73654702,2,No,>=50k,36,Neutral,427.5554407,0.11,93,Brand B,0
3,5766.870063,No,0.42,3,Groceries,15.09616965,3,Yes,<50k,36,Negative,1287.210971,0.43,22,Brand A,1
19,4181.383052,No,0.93,8,Electronics,15.50156761,3,Yes,>=50k,3,Positive,413.4880401,0.28,158,Brand A,1
15,7011.849024,Yes,0.91,8,Clothing,22.80760653,3,Yes,<50k,29,Neutral,852.959337,0.17,155,Brand A,1
14,2745.007802,Yes,0.72,1,Clothing,22.16228244,0,Yes,<50k,37,Negative,1483.873599,0.51,177,Brand B,0
14,7255.817987,Yes,0.88,3,Clothing,6.464411379,4,Yes,>=50k,41,Positive,1308.481589,0.78,100,Brand B,1
5,5308.987331,Yes,0.32,5,Home Decor,16.09308753,1,Yes,<50k,37,Positive,1282.767333,0.73,15,Brand C,0
14,4326.89482,No,0.38,2,Clothing,15.03497973,0,No,<50k,26,Neutral,823.1117958,0.25,40,Brand B,1
13,4960.252729,No,0.61,5,Electronics,21.30086162,3,Yes,<50k,21,Positive,477.2062882,0.26,136,Brand B,1
10,4785.470468,Yes,0.62,3,Electronics,14.82106444,1,Yes,<50k,0,Positive,1390.562583,0.73,1,Mixed,0
6,7440.565793,No,0.48,9,Home Decor,16.25745358,0,Yes,<50k,47,Positive,539.9612734,0.56,109,Mixed,1
8,2846.641745,No,0.4,1,Clothing,11.75039454,2,No,<50k,42,Positive,688.90957,0.74,42,Brand A,1
15,3474.961522,No,0.99,4,Groceries,19.06718706,3,Yes,>=50k,37,Positive,1713.67903,0,65,Brand A,1
4,7072.605784,Yes,0.82,6,Clothing,8.780414901,0,No,>=50k,19,Neutral,1289.15808,0.09,95,Brand B,1
19,3808.93013,Yes,0.43,9,Home Decor,13.47325289,0,Yes,>=50k,17,Positive,318.213818,0.8,76,Brand A,1
9,6801.066155,Yes,0.73,3,Groceries,9.72887357,3,Yes,<50k,5,Neutral,994.5702541,0.85,176,Mixed,1
17,8398.871966,Yes,0.27,3,Home Decor,13.49544255,2,Yes,<50k,48,Positive,920.9822478,0.34,124,Brand A,1
2,4196.409946,Yes,0.1,5,Clothing,12.2552211,4,Yes,>=50k,11,Neutral,812.6808355,0.96,96,Brand B,0
12,6362.724653,Yes,0.35,7,Clothing,19.18453735,2,No,<50k,16,Positive,827.8891064,0.3,20,Brand A,1
10,2692.615437,Yes,0.4,5,Clothing,13.90542324,3,Yes,>=50k,21,Negative,1654.266882,0.89,146,Brand B,1
16,6509.466596,No,0.02,8,Clothing,22.45909367,4,Yes,<50k,17,Positive,1997.264199,0.42,111,Brand A,1
12,5398.847972,Yes,0.81,5,Electronics,13.79539857,0,Yes,>=50k,9,Positive,978.7515987,0.56,56,Brand C,1
5,5946.076564,Yes,0.36,7,Home Decor,9.58618743,2,Yes,<50k,23,Positive,1081.911833,0.64,76,Mixed,1
16,3708.855856,Yes,0.58,6,Electronics,13.78647492,2,No,>=50k,19,Negative,317.9222135,0.13,59,Brand B,1
12,1677.833169,Yes,0.07,2,Electronics,17.38410116,4,No,>=50k,11,Positive,1847.332368,0.04,146,Brand A,1
18,6006.504129,Yes,0.17,3,Home Decor,23.43274999,0,Yes,>=50k,3,Neutral,670.6967026,0.43,98,Brand B,0
18,873.193695,Yes,0.89,4,Electronics,11.77581826,2,Yes,<50k,41,Positive,788.5176506,0.16,34,Brand C,0
9,4365.299016,Yes,0.61,5,Home Decor,23.29349579,4,No,<50k,4,Positive,1395.237787,0.55,125,Brand A,0
2,6882.363733,Yes,0.95,9,Groceries,14.05040778,2,No,>=50k,25,Positive,1140.438605,0.45,160,Mixed,1
13,5383.795472,Yes,1,6,Groceries,12.77397747,0,No,>=50k,35,Negative,1274.679834,0.12,66,Brand A,1
18,8896.68529,Yes,0.37,1,Home Decor,18.87830562,0,Yes,<50k,15,Positive,1339.719172,0.67,86,Brand A,1
4,7050.218305,No,0.3,3,Clothing,22.11678897,1,Yes,<50k,4,Positive,995.9024696,0.02,47,Brand B,1
4,3692.203223,Yes,0.86,7,Clothing,17.78562074,4,No,<50k,25,Negative,1441.461666,0.13,44,Brand A,1
19,5054.62676,Yes,1,8,Clothing,7.92546621,3,No,<50k,18,Positive,146.400508,0.7,74,Brand C,1
16,4905.258595,Yes,0.63,7,Electronics,16.66517842,2,No,>=50k,5,Neutral,1817.821073,0.53,67,Brand A,1
9,1835.646473,Yes,0.8,5,Clothing,25.87331994,0,Yes,<50k,23,Positive,909.1588412,0.28,142,Mixed,0
4,3119.202167,Yes,0.78,8,Home Decor,5,2,No,<50k,30,Negative,1436.601486,0.18,91,Brand B,1
3,3878.478186,Yes,0.36,9,Electronics,16.86709452,2,Yes,>=50k,30,Neutral,1246.333526,0.64,71,Brand B,1
5,927.5589943,No,0.57,7,Electronics,13.57717595,3,Yes,<50k,6,Positive,100,0.21,97,Brand A,1
3,5094.986937,Yes,0.83,9,Home Decor,10.32080564,0,No,>=50k,9,Positive,1109.206486,0.98,14,Brand A,1
6,4501.856311,Yes,0.69,1,Electronics,20.16693078,1,No,>=50k,38,Neutral,100,0.87,150,Brand C,1
6,1654.212197,No,0.02,9,Electronics,6.311032375,4,No,>=50k,21,Negative,1247.032491,0.13,90,Brand A,1
17,5808.425731,No,0.34,3,Electronics,13.24895726,2,No,>=50k,13,Positive,1108.668104,0.86,141,Brand B,0
2,6431.745489,Yes,0.14,6,Home Decor,20.00563777,3,No,>=50k,27,Negative,360.3443634,0.35,116,Brand B,1
0,5454.068958,Yes,0.23,8,Home Decor,19.43401791,3,No,<50k,41,Positive,1094.173042,0.49,1,Brand A,1
3,4351.86365,Yes,0.91,3,Home Decor,17.98229436,4,No,<50k,21,Neutral,762.4404385,0.14,124,Brand C,1
5,6182.884304,Yes,0.04,4,Electronics,15.86388876,4,Yes,<50k,31,Neutral,918.161252,0.12,42,Mixed,0
8,6360.440721,Yes,0.22,7,Home Decor,14.38002112,0,No,>=50k,10,Negative,100,0.87,70,Brand B,1
13,5614.807139,Yes,0.31,7,Clothing,12.64899411,2,Yes,>=50k,13,Neutral,380.9191539,0.63,143,Mixed,1
11,3350.775499,No,0.62,4,Clothing,10.14340648,2,No,<50k,30,Negative,606.4812517,0.46,85,Mixed,1
19,5553.201531,Yes,0.53,9,Clothing,19.06629783,4,Yes,<50k,43,Negative,431.4948116,0.04,27,Brand A,1
3,7390.961302,Yes,0.22,3,Clothing,16.05480723,1,Yes,<50k,3,Neutral,737.2846864,0.92,159,Brand A,0
11,3806.741883,Yes,0.16,8,Clothing,19.2146305,2,Yes,<50k,44,Positive,663.8968093,0.38,70,Brand B,1
9,9195.878678,No,0.24,8,Home Decor,11.09358853,3,No,<50k,21,Positive,1150.857288,0.42,106,Brand B,1
6,3948.738132,Yes,0.5,4,Electronics,10.98463457,4,Yes,>=50k,28,Positive,100,0.29,129,Brand B,0
2,5064.814027,No,0.27,7,Clothing,17.48309852,2,Yes,<50k,34,Neutral,1996.238336,0.89,6,Brand B,1
13,3655.028808,Yes,0.95,4,Clothing,5,0,No,>=50k,12,Negative,692.3909832,0.34,37,Brand B,1
9,5446.541672,Yes,0.46,1,Clothing,5,4,Yes,>=50k,19,Positive,846.7979491,0.17,175,Brand C,0
15,1515.556615,Yes,0.06,1,Clothing,20.06573527,3,Yes,<50k,18,Positive,1297.318723,0.5,106,Brand A,0
15,3907.916402,Yes,0.73,1,Groceries,11.46406056,0,Yes,<50k,14,Positive,1869.452695,0.78,85,Brand C,1
9,2815.757599,Yes,0.33,2,Groceries,15.96519037,4,No,<50k,25,Positive,705.4388506,0.37,81,Mixed,1
12,5270.676696,Yes,0.65,6,Home Decor,16.89824346,4,No,>=50k,19,Neutral,1344.680078,0.65,72,Brand C,1
5,6988.894751,Yes,0.28,5,Home Decor,20.17565432,2,No,<50k,35,Neutral,664.5278838,0.3,1,Brand A,1
11,6292.012374,No,0.57,2,Electronics,12.80017323,0,Yes,<50k,5,Neutral,1470.12555,0.72,41,Brand A,1
8,500,Yes,0.77,8,Home Decor,13.07346589,4,Yes,>=50k,14,Positive,1348.569639,0.67,169,Brand B,0
12,9084.139306,Yes,0.93,9,Clothing,11.92297749,3,Yes,<50k,3,Negative,467.0222383,0.68,80,Mixed,1
3,5590.559881,Yes,0.26,7,Clothing,18.10550694,0,No,<50k,5,Positive,1289.513422,0.65,147,Mixed,1
10,3447.001719,No,0.33,9,Electronics,18.32747238,2,No,<50k,1,Neutral,286.3595555,0.16,5,Brand B,0
19,5314.255838,No,0.46,4,Electronics,21.39118462,1,No,<50k,35,Neutral,629.2834005,0.89,138,Brand A,1
17,5352.379645,Yes,0.93,7,Electronics,8.767492134,4,No,<50k,49,Neutral,330.2910824,0.59,73,Brand C,1
10,3666.302566,Yes,0.9,5,Electronics,26.16881238,1,Yes,<50k,14,Negative,1000.463719,0.38,39,Mixed,1
3,5395.833335,Yes,0.09,5,Electronics,13.43776787,4,Yes,<50k,11,Positive,1499.175007,0.17,127,Mixed,1
17,3785.055425,No,0.13,3,Home Decor,14.75821346,2,No,<50k,39,Negative,378.7033228,0.78,35,Brand C,1
0,4191.276015,No,0.5,9,Electronics,15.81713706,2,No,<50k,43,Positive,1200.455354,0.51,102,Brand B,1
6,3627.441728,Yes,0.11,5,Clothing,10.44606108,2,No,>=50k,40,Positive,879.0479665,0.15,178,Brand C,1
5,2134.657421,Yes,0.35,6,Groceries,12.94190333,2,No,<50k,6,Positive,486.6364586,0.92,46,Mixed,1
14,5291.67294,Yes,0.15,3,Electronics,22.30300734,0,No,>=50k,21,Positive,788.9958119,0.11,97,Brand C,1
17,6170.598873,Yes,0.64,7,Groceries,22.38095139,0,No,<50k,7,Negative,1289.442984,0.52,144,Brand A,1
10,6029.767192,No,0.95,9,Home Decor,16.02555034,4,No,<50k,41,Positive,1470.11547,0.61,25,Brand C,1
19,6639.850505,Yes,1,9,Clothing,20.21893526,0,Yes,<50k,10,Positive,1153.749227,1,126,Mixed,1
14,5648.68042,Yes,0.38,5,Electronics,17.05422913,4,No,<50k,1,Positive,981.4762987,0.14,47,Brand B,1
15,3934.549004,No,0.6,7,Electronics,14.71424711,0,No,<50k,29,Negative,1011.461308,0.61,26,Brand B,1
6,6679.327729,No,0.86,3,Clothing,11.23120478,0,No,<50k,3,Negative,634.1739262,0.48,45,Brand C,1
9,2284.96492,Yes,0.12,6,Electronics,10.69272421,0,Yes,<50k,24,Positive,1048.444498,0.26,66,Brand C,1
11,3198.657235,No,0.69,8,Electronics,11.21155507,3,Yes,>=50k,20,Neutral,264.8905512,0.94,122,Brand A,1
13,3071.599857,Yes,0.41,8,Electronics,23.07428585,2,Yes,>=50k,24,Negative,940.7066979,0.79,146,Brand C,1
4,7160.112118,No,0.21,2,Clothing,19.36618784,3,No,<50k,8,Positive,1849.667148,0.78,71,Brand B,1
17,6885.577028,No,0.4,6,Electronics,22.20489485,0,Yes,<50k,7,Negative,780.5269446,0.9,80,Mixed,1
4,5974.610474,Yes,0.08,7,Home Decor,16.99839606,0,Yes,>=50k,4,Negative,1560.595154,0.73,64,Mixed,1
2,7143.85973,No,0.7,7,Electronics,10.59751809,3,No,>=50k,45,Positive,1335.467207,0.51,70,Brand B,1
4,3241.434435,No,0.25,3,Home Decor,18.01660638,4,No,>=50k,27,Neutral,1718.91297,0.39,35,Mixed,1
16,5697.19024,Yes,0.31,9,Electronics,21.34870661,2,No,>=50k,1,Negative,100,0.7,66,Brand B,1
18,4749.651143,Yes,0.12,2,Home Decor,18.19875727,4,No,>=50k,20,Positive,1088.529412,0.6,82,Brand C,1
18,6693.764208,No,0.86,3,Clothing,8.416047205,2,No,>=50k,48,Negative,1294.025224,0.54,169,Brand A,0
11,4769.551535,Yes,0.49,2,Clothing,7.628785951,1,No,>=50k,7,Negative,1399.189672,0.59,66,Brand A,0
8,4230.114223,Yes,0.57,9,Electronics,18.18197583,2,Yes,<50k,33,Positive,1600.640183,0.66,97,Mixed,0
0,6081.817037,No,0.57,4,Clothing,13.437401,4,Yes,>=50k,22,Neutral,1348.2062,0.97,68,Mixed,0
17,6752.338334,No,0.41,2,Electronics,16.56194471,2,No,<50k,14,Positive,1118.289979,0.75,176,Brand B,1
3,3663.30961,Yes,0.19,3,Clothing,11.38252895,1,Yes,<50k,26,Positive,520.6141318,0.18,36,Brand B,1
9,4877.848657,Yes,0.75,4,Electronics,15.63369811,1,No,>=50k,1,Negative,100,0.47,45,Brand B,1
6,2883.118733,Yes,0.13,6,Clothing,9.498581167,0,Yes,>=50k,27,Negative,1669.659477,0.68,55,Mixed,0
0,500,Yes,0.1,5,Electronics,16.235612,1,Yes,<50k,10,Positive,696.3528591,0.18,118,Brand A,1
16,5400.919263,Yes,0.71,3,Electronics,18.64172113,3,Yes,>=50k,45,Neutral,824.8735139,0.93,62,Brand A,1
1,6217.810713,No,0.21,8,Clothing,18.91872404,4,No,<50k,20,Neutral,1452.779785,0.08,77,Brand C,0
10,5524.133618,Yes,0.31,8,Groceries,8.466568372,3,Yes,<50k,41,Neutral,990.4652938,0.61,29,Mixed,1
8,1100.876564,Yes,0.48,7,Clothing,17.34476001,3,Yes,<50k,31,Positive,421.3650587,0.98,95,Brand A,0
6,4298.30114,Yes,0.45,3,Home Decor,12.06206198,4,No,<50k,31,Neutral,146.2570358,0.73,62,Mixed,0
16,563.3044799,No,0.71,1,Clothing,22.63495698,3,No,<50k,6,Neutral,820.7502366,0.68,114,Brand C,1
16,7739.402215,Yes,0.62,5,Clothing,19.78044563,3,Yes,<50k,21,Neutral,1047.957699,1,108,Brand A,1
1,2827.890836,Yes,0.64,1,Electronics,15.12928023,3,No,<50k,13,Neutral,1398.110338,0.79,75,Brand C,1
5,7510.807219,Yes,0.71,6,Electronics,25.91013581,1,No,<50k,12,Positive,937.5455628,0.97,153,Brand C,0
