balance,balance_frequency,purchases,installments_purchases,cash_advance,purchases_frequency,oneoff_purchases_frequency,purchases_installments_frequency,credit_limit,payments,prc_full_payment,tenure
492.04,1,17,0,171.81,0.08,0.08,0,600,243.91,0,12
127.99,0.78,593,593,580.39,1,0,0.92,2000,1158.66,0,12
26.64,1,251.19,251.19,0,1,0,0.89,1500,214.97,0.43,12
4169.46,1,0,0,2802.84,0,0,0,5000,1261.78,0,12
95.52,0.82,1305.72,1210.37,0,0.75,0,0.67,1700,1127.41,0.2,12
2261.13,0.89,0,0,840.32,0,0,0,2500,783.36,0,12
1930.9,0.91,2799.9,655.34,2830.97,0.67,0.33,0.25,5500,4250.02,0.11,12
2936.6,1,0,0,2830.97,0,0,0,5000,1861.42,0,12
475.83,1,950,0,0,0.08,0.08,0,4500,118.53,0,12
145.09,1,1284.74,0,0,0.5,0.5,0,3000,2524.47,0.17,12
2392.3,1,0,0,118.34,0,0,0,3200,602.77,0,12
4652.52,1,2799.9,1210.37,2830.97,1,0.67,1,5000,4250.02,0,12
1089.35,1,595.83,32.33,147.31,0.25,0.25,0.08,2500,316.52,0,12
2269.98,0.91,0,0,2830.97,0,0,0,3500,745.98,0,12
75.4,0.91,692.94,692.94,0,0.83,0,0.83,4000,806.7,0.43,12
40.61,1,479,399,0,0.92,0.08,0.67,2000,389.24,0.43,12
27.5,1,0,0,37.77,0,0,0,1000,46.37,0.1,12
1253.29,1,138,83,0,0.08,0.08,0.08,9000,302.16,0,12
2080.31,0.89,25,25,2422.89,0.11,0,0.11,2500,540.69,0,12
965.51,1,2799.9,0,0,0.92,0.82,0,5500,4250.02,0.43,12
1033.35,0.88,0,0,142.12,0,0,0,1500,1682.81,0,12
2277.07,1,2799.9,0,0,0.75,0.75,0,3500,4250.02,0.08,12
744.08,1,1096.98,507.5,174.71,1,0.5,0.6,5000,1873.39,0.1,12
1305.88,1,0,0,1015.33,0,0,0,8000,1423.23,0,12
751.22,1,1000,1000,0,0.42,0,0.33,1700,2025.27,0.08,12
2848.44,1,2148.02,513.58,385.68,1,0.67,0.58,3500,922.6,0,12
1765.26,1,73.8,73.8,0,1,0,1,1800,356.32,0,12
47.59,0.78,414.8,361.8,0,0.5,0.08,0.42,4500,545.77,0.43,12
3531.17,0.9,797.5,219.67,2830.97,0.7,0.4,0.5,4000,2979.55,0,12
45,1,540,540,0,1,0,1,7000,675.07,0.43,12
398.4,1,2799.9,913.4,0,0.92,0.82,0.75,2500,3646.35,0.43,12
1394.93,1,0,0,2830.97,0,0,0,5000,488.16,0,12
2196.01,1,666.89,116.1,0,0.5,0.25,0.17,7500,579.26,0,12
43.66,0.91,2122.98,296.31,0,0.83,0.67,0.17,10500,2006.42,0.43,12
5040.84,1,1022.77,0,2830.97,0.5,0.5,0,9000,4250.02,0,12
2276.67,1,87.51,87.51,0,0.58,0,0.58,8000,605.03,0,12
4217.47,1,2799.9,0,0,0.5,0.5,0,6700,2773.25,0,12
2578.73,1,0,0,2601.72,0,0,0,3000,312.16,0,12
170.57,1,2368.84,904.28,0,0.92,0.67,0.83,2500,2123.31,0.43,12
5040.84,1,354.27,0,2830.97,0.17,0.17,0,7000,1606.55,0,12
4892.21,1,0,0,1086.32,0,0,0,11000,1148.22,0,12
3.56,0.78,735,735,0,0.58,0,0.58,2000,1256.3,0,12
4548.94,1,2095.49,746.16,826.71,1,0.82,1,6500,1427.07,0,12
157.36,1,1778.92,545.05,0,1,0.82,0.5,10500,1686.27,0.43,12
1118.61,1,293.26,293.26,0,0.92,0,0.92,1500,317.99,0,12
7.15,0.78,60,60,0,0.08,0,0.08,3000,231.68,0.43,12
18.29,0.78,0,0,149.64,0,0,0,3000,307.56,0.17,12
162.29,1,0,0,428.19,0,0,0,500,90.93,0,12
45.1,1,469.89,469.89,0,1,0,1,2000,363.26,0.43,12
166.76,1,1831.91,1210.37,0,0.83,0.08,0.75,7000,1298.61,0.09,12
1818.96,1,1436.41,136.32,0,1,0.58,1,6500,594.21,0,12
1998.32,1,2799.9,706.52,0,1,0.82,0.83,6850,3359.91,0.09,12
1178.61,1,1014.36,691.67,0,1,0.42,0.75,1200,1250.42,0,12
333.18,1,0,0,709.92,0,0,0,1200,88.07,0.08,12
1193.64,1,850.15,0,2830.97,0.42,0.42,0,2500,3536.86,0.17,12
121.66,1,488.52,488.52,0,0.5,0,0.42,7500,459.43,0,12
1390.56,1,0,0,154.24,0,0,0,1500,506.96,0,12
4.59,0.78,249.96,249.96,0,0.92,0,0.92,4000,248.44,0.1,12
3191.33,1,219.44,41.64,433.91,0.42,0.08,0.33,9000,810.67,0,12
1600.51,1,0,0,94.93,0,0,0,1800,579.29,0,12
448.54,1,300,0,1105.4,0.08,0.08,0,5400,3860.66,0.43,12
1031.67,1,1753.25,589.21,0,0.92,0.42,0.83,4000,500.01,0,12
135.25,1,904.55,841.15,0,0.75,0.08,0.58,7500,990.72,0,12
435.55,1,1522.06,149.72,0,0.83,0.58,0.75,3000,1878.61,0,12
4709.86,1,0,0,2830.97,0,0,0,6000,1239.82,0,12
2304.47,1,1201.97,827.73,1009.85,1,0.67,1,3000,1254.36,0,12
2506.09,1,1723.3,202.98,561.81,0.92,0.82,0.67,3000,1328.85,0,12
54.06,0.78,548.02,548.02,0,0.42,0,0.33,4000,695.09,0.4,12
734.78,0.82,33.37,33.37,921.55,0.08,0,0.08,1500,1742,0,12
533.51,1,2243.99,700,949.86,1,0.58,0.92,7000,2522.03,0.33,12
694.71,1,0,0,1640.29,0,0,0,4500,498.74,0,12
305.72,1,1125.8,694.92,0,1,0.33,1,3000,1863.12,0.08,12
1428.27,1,1490.63,78.75,2830.97,0.42,0.33,0.17,5250,4250.02,0.17,12
834.79,1,0,0,207.03,0,0,0,13500,717.26,0,12
4028.71,1,2799.9,97.33,478.68,0.33,0.33,0.08,6500,4250.02,0.1,12
2470.79,1,0,0,1715.52,0,0,0,4000,593.43,0,12
829.41,1,2799.9,1210.37,0,1,0.82,1,8000,3517.82,0,12
36.41,1,1091.7,0,226.78,0.92,0.82,0,3000,2363.93,0.43,12
5040.84,1,57.91,0,2830.97,0.08,0.08,0,6000,1218.11,0,12
2369.85,1,2799.9,1210.37,0,1,0.82,1,10000,3670.57,0,12
364.15,1,0,0,1382.98,0,0,0,3000,2050.34,0,12
1671.77,1,1346.44,455.54,0,1,0.5,0.92,6000,4250.02,0,12
50.57,0.78,499.98,499.98,0,0.5,0,0.42,2500,744.26,0.2,12
564.37,1,0,0,1003.67,0,0,0,1200,1219.36,0.08,12
282.59,0.78,170,0,0,0.08,0.08,0,5500,1499.36,0,12
42.5,0.78,117.62,117.62,0,0.08,0,0.08,2500,1408.15,0,12
1150.27,1,600,0,1510.63,0.08,0.08,0,4000,1622.26,0,12
2415.68,1,125.45,125.45,0,0.58,0,0.58,3000,619.88,0,12
10.26,0.78,119.8,0,0,0.08,0.08,0,5000,711.48,0,12
1527.83,1,2799.9,0,2035.66,0.08,0.08,0,4950,4250.02,0.08,12
66.62,1,544,544,0,1,0,1,3000,473.49,0,12
5040.84,1,0,0,2830.97,0,0,0,10500,1734.23,0,12
971.72,1,1853.7,887.56,319.45,1,0.42,1,3500,513.44,0,12
447.56,0.91,911.09,0,896.22,0.58,0.58,0,1200,2160.15,0.11,12
1346.78,1,1798.15,1210.37,0,1,0.25,1,1500,1213.49,0,12
1981.11,1,0,0,199.18,0,0,0,2000,442.17,0,12
5040.84,1,0,0,233.38,0,0,0,9500,1693.27,0,12
406.94,1,2615.18,0,0,1,0.82,0,4300,4250.02,0.43,12
964.1,1,1074.96,1074.96,0,1,0,1,1000,446.37,0,12
108.39,1,211.9,0,0,0.17,0.17,0,5100,131.85,0,12
413.33,1,0,0,708.63,0,0,0,500,453.05,0,12
6.4,0.78,79,0,0,0.08,0.08,0,7500,107.28,0,12
767.87,1,1878.51,1210.37,929.95,0.83,0,0.75,2500,1261.15,0,12
1093.03,1,0,0,92.02,0,0,0,1200,330.59,0,12
2714.36,0.78,50.62,0,2830.97,0.08,0.08,0,7000,1651.12,0,12
2285.6,1,75,75,2539.05,0.25,0,0.25,2500,531.58,0,12
46,0.82,531.5,531.5,0,0.75,0,0.5,4000,544.46,0.43,12
27.86,0.78,352.23,352.23,0,0.5,0,0.42,2500,299.49,0.27,12
1756.21,1,0,0,1468.35,0,0,0,3000,324.25,0,12
4.69,0.78,28.8,28.8,0,0.43,0,0.29,1500,34.4,0.43,12
1462.92,1,609.16,0,1054.29,0.25,0.25,0,2000,506.07,0,12
2786.82,1,0,0,154.88,0,0,0,7000,609.53,0,12
1134.99,1,935.04,394.23,996.54,0.92,0.5,0.75,4000,298.88,0,12
1316.18,1,1278.04,1210.37,114.84,1,0,1,1200,2069.38,0,12
2300.83,0.88,522.06,522.06,2809.03,0.88,0,0.75,3000,469.93,0,12
4529.9,0.78,0,0,2830.97,0,0,0,13000,4250.02,0.43,12
1504.98,1,322.81,138.1,0,0.58,0.42,0.5,1600,467.65,0,12
46.98,0.78,160,0,0,0.08,0.08,0,6500,204.12,0,12
1552.69,1,654.16,97,0,0.75,0.5,0.58,1500,1041.79,0,12
2054.98,1,1058.58,1058.58,0,1,0,1,6000,461.98,0,12
1097.72,1,0,0,77.33,0,0,0,1200,278.78,0,12
1150.28,1,450,200,0,0.25,0.17,0.08,1200,839.75,0,12
4117.75,1,159.07,0,2830.97,0.17,0.17,0,8000,876.64,0,12
1631.57,1,112.56,0,0,0.18,0.18,0,1700,439.13,0,12
3060.95,1,2478.38,504,0,1,0.82,0.58,6500,1828.1,0,12
625.14,1,958.39,593.39,0,1,0.17,1,4000,881.16,0,12
5040.84,1,1000.55,1000.55,1490.24,1,0,1,8000,3478.32,0,12
75.46,1,405.84,405.84,0,1,0,1,5000,340.76,0.08,12
287.79,1,0,0,19.46,0,0,0,300,104.92,0,12
1669.76,1,200,200,0,0.42,0,0.42,11000,442.61,0,12
113.72,0.78,740.82,166.38,188.36,0.25,0.17,0.08,5500,1335.47,0.33,12
1475.49,1,522.68,0,1635.22,0.25,0.25,0,3000,265.32,0,12
419.73,1,1945.8,1210.37,0,1,0,1,3000,1348.7,0.18,12
50.96,0.78,803.45,0,0,0.33,0.33,0,5500,797.78,0.43,12
946.06,1,2799.9,1210.37,0,1,0.82,1,5000,4250.02,0.43,12
1286.79,1,0,0,68.19,0,0,0,1500,1602.22,0,12
13.72,0.78,1724.77,789.1,0,0.83,0.58,0.58,3500,1490.97,0.14,12
3948.78,1,0,0,2830.97,0,0,0,4000,4250.02,0.08,12
603.69,1,397.5,309.5,63.38,0.5,0.08,0.42,1500,279.04,0,12
87.54,1,885.13,885.13,0,1,0,1,6000,801.59,0.43,12
14.18,0.78,119.58,119.58,0,0.5,0,0.5,5000,157.84,0.18,12
2333.99,0.82,0,0,2830.97,0,0,0,4500,725.32,0,12
42.05,1,90,0,0,0.08,0.08,0,4000,28.56,0,12
1155.51,1,564,0,0,0.17,0.17,0,4000,279.05,0,12
1434.79,1,467.88,0,0,1,0.82,0,4300,2538.82,0,12
1406.5,1,0,0,105.81,0,0,0,1500,278.86,0,12
1358.51,1,0,0,73.87,0,0,0,1500,353.11,0,12
372.72,0.91,819.7,819.7,0,0.91,0,0.82,1500,87.83,0,12
3279.87,0.88,2799.9,0,0,0.75,0.75,0,3500,3524.51,0.12,12
1963.7,1,1582.88,323.06,2601.8,0.17,0.08,0.08,2500,4138.24,0,12
1967.64,0.91,264.8,34.8,2830.97,0.17,0.08,0.08,5000,516.11,0,12
157.91,1,499.92,499.92,1093.86,1,0,1,3000,788.38,0,12
2184.97,1,0,0,2830.97,0,0,0,8000,1730.36,0,12
46.1,0.82,443.25,0,0,0.25,0.25,0,6500,417.35,0,12
65.12,0.78,898.64,428.44,0,0.42,0.25,0.25,2500,672.7,0.43,12
889.96,1,40,0,2830.97,0.08,0.08,0,3000,977.16,0.08,12
550.53,0.78,0,0,2486.62,0,0,0,1500,3762.55,0.33,12
221.86,1,0,0,250.78,0,0,0,2500,209.27,0,12
61.27,0.78,491.11,320,0,0.25,0.08,0.17,5000,702.3,0,12
1162.78,1,757.37,757.37,131.28,1,0,1,1000,512.32,0,12
1338.93,1,0,0,1297.78,0,0,0,4000,423.09,0,12
2273.56,1,329.3,259.3,2830.97,0.58,0.08,0.5,3000,3099.11,0,12
1248.33,1,478.32,280.32,157.21,0.58,0.08,0.42,4000,1429.18,0,12
5040.84,1,195.29,71.12,2830.97,0.5,0.08,0.33,7500,1797.86,0,12
7.14,0.78,288,288,0,1,0,1,3000,228.85,0,12
1959.36,1,0,0,2757.58,0,0,0,4000,1542.37,0,12
3169.14,1,435,0,2830.97,0.08,0.08,0,6500,795.91,0,12
1208.3,0.82,1855.71,386.21,0,1,0.58,0.67,4500,3023.5,0,12
3271.13,1,2799.9,1210.37,1058.43,1,0.42,1,10300,4250.02,0,12
538.77,0.91,226.95,97.37,452.01,0.55,0.09,0.45,1200,946.65,0,12
346.43,1,2799.9,1210.37,0,1,0.5,1,5000,2903.57,0.43,12
23.12,0.78,282.59,282.59,0,0.58,0,0.5,5000,128.89,0.25,12
3746.92,1,2799.9,1210.37,0,1,0.75,1,10000,4250.02,0,12
1460.75,1,2318.21,651.5,0,0.92,0.67,0.75,5900,1324.51,0,12
3312.51,1,0,0,830.92,0,0,0,6500,962.36,0,12
487.48,1,1579.12,598.56,0,1,0.42,0.92,10000,606.2,0.2,12
33.54,1,319.98,319.98,0,1,0,0.83,1000,264.45,0.43,12
5040.84,1,275.38,39.67,495,0.25,0.17,0.17,13850,1386.14,0,12
710.81,0.78,633.87,313.87,672.99,0.75,0.12,0.62,1000,474.23,0,12
453.35,1,2799.9,1210.37,0,1,0.17,1,5500,4250.02,0.43,12
226.45,0.91,0,0,291.69,0,0,0,1500,138.85,0,12
1540.48,1,1494.11,1210.37,320.57,1,0.08,1,1000,347.09,0,12
88.91,0.78,537.56,0,0,0.25,0.25,0,2500,563.97,0,12
846.09,1,2599.2,1210.37,0,0.92,0.33,0.92,3000,1900.7,0,12
326.55,0.82,2799.9,0,0,0.58,0.58,0,4000,2224.27,0.43,12
31.87,0.78,125.06,125.06,0,0.5,0,0.5,1000,264.44,0,12
2504.31,1,2799.9,1210.37,704.16,1,0.82,0.75,5000,4250.02,0,12
4059.16,1,256.63,256.63,1328.66,0.92,0,0.83,4500,936.61,0,12
5040.84,1,0,0,2830.97,0,0,0,13000,2119.67,0,12
8.59,0.78,125,125,0,0.5,0,0.42,3000,194.53,0.43,12
4.92,0.78,65.97,65.97,0,0.25,0,0.17,4000,178.11,0.43,12
1906.1,1,781.43,780.43,2097.27,0.58,0.08,0.5,3400,495.43,0,12
1174.09,1,0,0,39.5,0,0,0,1200,283.44,0,12
218.28,1,939.14,0,0,0.73,0.73,0,5000,969.13,0,12
2990.37,1,1368,1160,1436.24,1,0.08,1,8000,1680.75,0,12
159.21,1,247.8,172,0,0.25,0.08,0.17,5000,607.58,0,12
336.75,0.82,2799.9,0,0,0.5,0.5,0,2000,3631.01,0,12
12.48,0.78,217.91,217.91,0,0.88,0,0.75,1000,206.46,0,12
5040.84,1,1490.75,0,2830.97,0.17,0.17,0,11000,4250.02,0,12
126.62,0.78,1015.3,0,0,0.25,0.25,0,4500,2583.28,0.43,12
1614.28,1,554.65,101.8,603.96,0.5,0.33,0.17,2000,486,0,12
3173.14,1,895.92,895.92,0,1,0,1,4500,723.65,0,12
5040.84,1,2799.9,1210.37,2830.97,1,0.42,0.92,6000,4250.02,0,12
68.01,1,488.66,488.66,0,1,0,0.9,1500,303.39,0.25,12
1486.01,1,757.6,55.6,374.4,0.42,0.33,0.08,5000,932.41,0,12
276.93,0.78,0,0,936.59,0,0,0,1000,247.91,0,12
14.98,0.78,280,0,0,0.08,0.08,0,300,304.24,0,12
811.64,1,0,0,783.17,0,0,0,3000,608.91,0,12
1081.67,1,0,0,18.57,0,0,0,1500,1713.31,0.1,12
811.07,1,208.92,208.92,206.64,0.67,0,0.67,2500,282.41,0,12
559.75,1,622.44,222.44,0,0.75,0.08,0.67,700,893.49,0.08,12
834.83,1,0,0,1195,0,0,0,1200,1392.44,0.1,12
2663.51,1,0,0,181.29,0,0,0,3200,705.96,0,12
1396.63,1,1163.49,524.12,1131.38,0.92,0.42,0.67,1900,607.12,0,12
11.73,0.78,178,0,0,0.08,0.08,0,1500,1024.47,0,12
826.34,1,108.4,108.4,950.87,0.36,0,0.36,1000,2068.82,0.09,12
593.79,0.91,1150,0,0,0.08,0.08,0,5300,2189.15,0.09,12
5040.84,1,0,0,2830.97,0,0,0,9000,2526.19,0,12
1160.45,0.91,109.36,0,37.13,0.09,0.09,0,1200,226.15,0,12
2370.76,1,94.47,94.47,0,0.67,0,0.58,4500,770.49,0,12
1141.38,1,79.87,79.87,822.31,0.17,0,0.17,1200,457.96,0,12
1928.25,0.9,293.26,0,830.67,0.1,0.1,0,2000,496.92,0,12
5040.84,1,105.83,0,2830.97,0.33,0.33,0,11500,1987.22,0,12
395.72,1,1837.15,302.5,0,1,0.82,0.92,2000,914.85,0.43,12
54.25,0.8,317.4,0,0,0.3,0.3,0,3000,234.89,0,12
179.36,0.78,839.09,839.09,331.49,0.83,0,0.75,3000,555.71,0,12
347.93,1,832.37,404.41,0,1,0.42,1,1000,752.71,0,12
3086.12,1,1134.38,738.09,2830.97,0.92,0.08,0.92,12000,1492.99,0,12
1389.09,1,0,0,2773.57,0,0,0,2000,2100.4,0,12
50.94,1,426.47,426.47,0,0.92,0,0.83,3000,409.38,0.43,12
3092.95,1,1132.03,93.28,2830.97,0.83,0.25,0.58,7000,889.9,0,12
33.11,0.78,974.96,864.96,0,1,0.08,1,6000,1011.24,0.33,12
136.27,1,757.49,269.88,1360.55,1,0.08,0.92,2000,4086.28,0.43,12
470.92,1,907.5,333,0,0.58,0.17,0.33,1500,1065.27,0,12
4021.88,1,300.1,300.1,955.74,0.33,0,0.25,6000,1120.84,0,12
13.72,1,401.88,401.88,0,1,0,1,3000,421.93,0.43,12
2732.81,1,245.01,0,2721.3,0.17,0.17,0,5000,1289.82,0,12
55.91,1,439.91,439.91,0,1,0,1,6000,449.04,0.43,12
382.98,1,2799.9,1210.37,0,1,0.33,1,6000,3652.82,0.43,12
1267.08,1,309.9,309.9,0,0.5,0,0.5,3000,697.22,0,12
1530.51,1,0,0,485.9,0,0,0,5000,476.35,0,12
3915.15,1,2607.07,451.41,0,0.92,0.58,0.58,8000,857.53,0,12
68.61,0.91,584.26,395.72,0,1,0.08,1,4000,298.01,0.09,12
2141.68,1,0,0,2314.32,0,0,0,2500,444.71,0,12
1699.1,1,73.5,0,0,0.08,0.08,0,1700,429.5,0,12
504.25,1,472.09,472.09,0,0.92,0,0.92,1000,209.36,0,12
545.82,1,49.55,49.55,0,0.25,0,0.25,2500,397.41,0,12
748.35,1,1199.77,735.38,550.54,0.92,0.33,0.83,1200,622.16,0.09,12
70.83,1,531,231,0,0.92,0.33,0.92,1500,497.38,0.25,12
403.09,1,2351.25,1210.37,0,1,0,1,2500,2247.05,0.09,12
1337.57,1,0,0,36.47,0,0,0,3000,395.39,0,12
46.87,1,420,420,0,1,0,0.83,1000,411.98,0,12
1772.61,1,1400,1210.37,0,0.58,0,0.58,1500,1810.22,0,12
3759.85,1,2799.9,626.55,0,1,0.82,0.75,8500,4250.02,0.08,12
779.7,1,116.66,116.66,2422.02,0.17,0,0.08,1500,3378.44,0.25,12
2.75,0.78,30.9,30.9,0,0.17,0,0.17,3000,174.05,0.33,12
4476.74,1,1880.25,975.79,2830.97,1,0.33,1,12000,4250.02,0.33,12
644.93,0.83,7.26,7.26,966.75,0.17,0,0.17,1500,431.73,0,12
3.69,0.78,167.68,167.68,0,1,0,0.88,1500,614.89,0.17,12
1695.53,1,199.92,199.92,1995.61,1,0,1,4000,578.15,0,12
1374.43,1,81,81,0,0.75,0,0.75,3000,356.93,0,12
5040.84,1,645.55,0,1190.25,0.5,0.5,0,6500,1334.9,0,12
1340.55,1,591,591,0,1,0,1,1250,706.52,0,12
38.09,0.78,447.78,447.78,0,0.42,0,0.42,4000,757.86,0.43,12
2724.69,1,0,0,724.69,0,0,0,3000,1351.9,0,12
8.36,1,234,234,0,1,0,1,1200,234.8,0.43,12
156.7,1,1259.21,1210.37,0,1,0,1,6000,1178.01,0,12
130.64,1,338.79,338.79,0,0.92,0,0.92,1500,196.8,0.08,12
617.6,0.78,0,0,1080.74,0,0,0,1200,111.58,0,12
169.6,0.78,36.79,36.79,2596.43,0.08,0,0.08,1500,1086.5,0.09,12
631.96,1,0,0,19.39,0,0,0,700,161.44,0,12
98.94,1,676.31,75,0,0.83,0.75,0.08,1050,668.1,0,12
1222.05,1,0,0,1143.67,0,0,0,2500,291.45,0,12
92.86,1,468.96,498.96,0,1,0,0.83,1000,348.78,0.43,12
84.39,0.91,141.84,141.84,0,0.75,0,0.75,1200,371.76,0.1,12
287.59,1,33.35,33.35,0,0.08,0,0.08,6000,558.14,0,12
5040.84,1,0,0,2830.97,0,0,0,7500,4250.02,0,12
32.89,1,271.68,271.68,0,0.67,0,0.58,2400,226.74,0.08,12
1445.38,1,0,0,342.16,0,0,0,1700,430.83,0,12
1907.78,1,2074.08,1210.37,0,1,0,1,1500,1796.61,0,12
738.99,1,0,0,186.28,0,0,0,2000,386.91,0,12
4.82,0.83,58.32,58.32,0,0.83,0,0.83,1000,65.76,0.43,12
148.38,0.78,600,0,0,0.08,0.08,0,2500,731.4,0,12
927.38,0.78,0,0,2215.26,0,0,0,6000,2734.34,0,12
151.7,1,0,0,87.79,0,0,0,150,316.32,0,12
72.35,1,245.84,245.84,0,0.83,0,0.83,1200,187.34,0.17,12
2.91,0.78,53,0,0,0.1,0.1,0,1000,239.67,0,12
1347.88,1,174.05,104.5,1714.07,0.17,0.08,0.08,3000,1711.86,0,12
676.63,1,330.83,0,2830.97,0.25,0.25,0,6000,2180.1,0.08,12
871.36,0.78,174.93,0,2621.43,0.08,0.08,0,3000,4250.02,0,12
1915.19,1,0,0,1390.39,0,0,0,2500,714.26,0,12
851.88,0.91,1476.7,542.11,903.94,0.64,0.45,0.36,1200,2207.65,0.12,12
460.17,1,2703.95,1210.37,0,0.92,0.17,0.92,5000,2039.17,0.43,12
177.37,1,534,534,0,0.67,0,0.5,3500,453.36,0,12
25.88,1,430.02,430,0,1,0.08,0.92,7000,372.96,0.43,12
2378.15,0.83,0,0,2830.97,0,0,0,5000,349.45,0,12
44.54,0.78,94.3,22.5,0,0.25,0.08,0.25,2500,940.03,0,12
38.42,1,442.04,442.04,0,0.67,0,0.67,2000,435.93,0.43,12
894.99,0.78,2799.9,697.56,1578.89,1,0.58,1,6500,3567.01,0.08,12
1459.85,1,1365,0,363.87,0.09,0.09,0,1800,1751.98,0,12
1572.1,1,0,0,1128.88,0,0,0,2500,402.32,0,12
1646.38,1,1047.34,0,146.65,0.58,0.58,0,3000,462.85,0,12
4218.96,1,0,0,2830.97,0,0,0,4500,4250.02,0.08,12
45.23,0.78,0,0,146.12,0,0,0,150,298.1,0,12
4661.42,1,0,0,2830.97,0,0,0,6500,2943.49,0,12
1519.32,1,0,0,548.29,0,0,0,2000,456.1,0,12
5040.84,1,0,0,2830.97,0,0,0,7500,1396.43,0,12
32.92,1,300.62,300.62,0,1,0,0.92,1200,301.1,0.43,12
8.85,0.78,220.99,220.99,0,0.92,0,0.83,1000,286.31,0.12,12
5.66,0.78,35,0,0,0.08,0.08,0,2500,394.76,0.1,12
298.65,0.89,0,0,470.49,0,0,0,1000,309.7,0,12
734.34,1,55.68,55.68,0,0.17,0,0.17,1000,939,0,12
56.68,1,827.2,827.2,0,1,0,1,1000,798.68,0.43,12
66.05,1,696.78,696.78,0,0.92,0,0.75,2000,617.68,0.43,12
4415.53,1,0,0,1592.29,0,0,0,4500,1357.02,0,12
563.75,0.91,2799.9,0,0,0.83,0.82,0,4000,4250.02,0.43,12
37.98,1,450,450,0,1,0,1,2700,425.28,0.43,12
291.65,1,1528.77,0,0,0.42,0.42,0,9000,930.08,0,12
72.19,1,117.9,0,0,0.08,0.08,0,3400,14.5,0,12
370.49,1,1723.61,775.69,0,1,0.75,1,5000,1570.7,0,12
623.1,0.78,1010,0,0,0.25,0.25,0,5000,2063.17,0,12
18.29,1,777,777,0,1,0,1,1200,706.06,0.43,12
1421.17,1,0,0,37.44,0,0,0,1500,224.09,0,12
16.82,0.78,121.2,121.2,0,0.33,0,0.25,7000,310.4,0.43,12
1667.85,0.9,0,0,2830.97,0,0,0,3000,2822.46,0.12,12
2933.58,1,2799.9,832.74,0,1,0.75,0.92,4000,4237.36,0,12
42.29,1,480.37,480.37,0,1,0,1,6000,326.06,0.43,12
1125.7,1,0,0,504.07,0,0,0,1200,599.23,0,12
1794.53,1,0,0,1050.2,0,0,0,2500,2562.51,0.08,12
207.1,1,1764,1210.37,0,1,0,1,400,1667.8,0.43,12
875.1,1,0,0,2830.97,0,0,0,2000,2168.62,0.4,12
69.04,0.78,760.79,0,0,0.17,0.17,0,7000,187.45,0,12
917.53,1,0,0,1273.78,0,0,0,1600,1498.7,0.08,12
1969.65,1,0,0,1973.84,0,0,0,2000,2209.45,0,12
25.73,0.78,150.48,150.48,0,0.25,0,0.25,2500,558.52,0,12
5040.84,1,0,0,2302.86,0,0,0,6000,1315.49,0,12
2433.49,1,0,0,348.3,0,0,0,2500,527.17,0,12
5040.84,1,1066.91,249.48,1870.47,1,0.17,0.92,13850,1742.78,0,12
4616.99,1,0,0,2810.59,0,0,0,5000,584.41,0,12
1452.62,1,522.29,476.64,0,1,0.08,1,1500,851.34,0,12
3681.03,1,1922.39,545.85,0,0.58,0.58,0.33,10000,873.63,0,12
1166.34,1,0,0,182.23,0,0,0,1200,381.33,0,12
38.34,0.78,134.28,0,0,0.08,0.08,0,6000,361.81,0.18,12
765.67,1,0,0,924.63,0,0,0,3000,703.77,0,12
905.77,1,116.15,80,0,0.17,0.08,0.17,1000,267.66,0,12
540.16,1,181.5,181.5,0,0.83,0,0.83,500,246.84,0,12
1356.05,1,65.82,25.92,0,1,0.17,1,4000,493.73,0,12
779.43,1,721.78,498.25,152.51,1,0.17,0.92,1500,796.65,0,12
106.75,0.78,865.27,227.38,0,0.58,0.58,0.5,2000,1229.49,0.11,12
1029.85,0.83,727.51,0,1287.04,0.33,0.33,0,2500,86.72,0,12
313.8,1,1146.37,354.27,1429.34,0.58,0.42,0.42,2000,2736.93,0.18,12
2743.22,1,0,0,776.01,0,0,0,3000,668.21,0,12
1100.51,1,220,0,0,0.17,0.17,0,1200,344.86,0,12
335.95,1,2178.13,963.12,0,1,0.17,1,6000,2320.55,0.18,12
31.55,1,190.26,190.26,0,1,0,0.83,1500,113.7,0.43,12
1441.59,1,222.44,222.44,0,0.67,0,0.67,1500,622.57,0,12
1594.73,0.82,0,0,267,0,0,0,3000,662.21,0,12
3771.94,1,786.92,487.71,961,0.33,0.08,0.25,4500,1857.23,0,12
2382.49,1,0,0,2795.91,0,0,0,3000,434.16,0,12
331.55,1,146.22,0,2819.32,0.5,0.5,0,3000,4250.02,0.43,12
3345.31,1,767.13,747.13,0,1,0.08,1,3000,976.92,0,12
4338.56,1,2799.9,1210.37,0,1,0.08,1,5500,1897.44,0,12
37.62,1,952.8,952.8,0,1,0,1,2000,938.38,0.43,12
1670.92,1,1543.83,137.5,899.33,1,0.82,0.25,7000,757.41,0,12
1466,1,2498.92,1210.37,0,1,0.17,1,3500,676.45,0,12
2079.82,1,1021.9,0,812.56,0.25,0.25,0,3000,570.96,0,12
5040.84,1,2799.9,1210.37,328.7,1,0.82,1,13850,4250.02,0,12
8.11,0.78,122.58,122.58,0,0.5,0,0.42,3400,206.9,0.43,12
2590.47,1,459.12,37.12,0,0.33,0.33,0.08,2900,584.71,0,12
